id,driving_history_score,credit_score,low_education_ind,marital_status,time_driven,area,agecat_grouped,gender,veh_color,max_power,engine_type,veh_age,veh_body_grouped,veh_value,claimcst0,numclaims,clm,exposure
941,78.0,647.5982231368911,0.0,1.0,1.0,1.0,1.0,1.0,6.0,107,3.0,4,7.0,6.8100000000000005,12950.01986950001,1,1,0.725458227
942,92.0,647.5073535020596,0.0,1.0,1.0,1.0,1.0,1.0,3.0,151,2.0,3,7.0,6.57,12950.01986950001,1,1,0.482386121
943,92.0,667.8811143464372,0.0,0.0,1.0,0.0,1.0,0.0,7.0,136,3.0,3,5.0,6.630000000000001,12950.01986950001,1,1,0.637765508
944,55.0,639.6810025525191,0.0,1.0,2.0,4.0,1.0,1.0,3.0,89,3.0,2,5.0,4.1,12950.01986950001,1,1,0.812242195
946,64.0,639.8184667011725,0.0,1.0,0.0,2.0,1.0,0.0,4.0,136,3.0,1,6.0,3.85,2330.95928,1,1,0.0813368275
948,69.0,649.3345526417777,0.0,0.0,1.0,1.0,1.0,0.0,7.0,149,3.0,3,7.0,5.83,6712.2613,1,1,0.230388958
951,84.0,671.8501113585246,0.0,1.0,3.0,2.0,1.0,1.0,0.0,73,3.0,3,5.0,6.67,12950.01986950001,1,1,0.527561359
952,69.0,633.9840188883015,1.0,0.0,1.0,2.0,1.0,0.0,2.0,82,3.0,3,5.0,5.8500000000000005,12950.01986950001,1,1,0.4646462375
953,112.0,644.0328024988411,1.0,0.0,1.0,3.0,1.0,0.0,7.0,132,0.0,4,6.0,6.86,12950.01986950001,1,1,0.996794538
954,76.0,644.2007450266832,0.0,0.0,1.0,1.0,1.0,0.0,2.0,166,3.0,2,6.0,2.9800000000000004,4197.571194,1,1,0.144354347
955,59.0,651.6408131768562,0.0,1.0,1.0,0.0,0.0,1.0,3.0,126,3.0,2,6.0,5.720000000000001,12950.01986950001,1,1,0.646913884
957,72.0,642.1570386694443,0.0,1.0,2.0,2.0,1.0,1.0,7.0,99,3.0,4,5.0,7.12,12950.01986950001,1,1,0.816017536
958,77.0,662.6043127939212,1.0,1.0,1.0,2.0,1.0,0.0,0.0,333,3.0,4,8.0,6.180000000000001,12950.01986950001,1,1,0.874014003
959,123.0,654.2514239075595,0.0,1.0,3.0,2.0,1.0,1.0,2.0,72,2.0,1,5.0,5.540000000000001,12950.01986950001,1,1,0.450068628
962,55.0,643.4896848297122,1.0,1.0,1.0,1.0,1.0,1.0,7.0,203,3.0,2,6.0,3.75,12950.01986950001,1,1,0.964253496
963,99.0,641.7627223333144,0.0,0.0,1.0,1.0,1.0,1.0,3.0,119,3.0,2,5.0,6.050000000000001,12372.59876,1,1,0.406768501
964,101.0,641.767030239864,1.0,1.0,2.0,1.0,1.0,0.0,3.0,135,3.0,3,6.0,4.68,12950.01986950001,1,1,0.436201423
966,63.0,639.6660598397157,0.0,1.0,1.0,2.0,2.0,1.0,8.0,173,3.0,4,6.0,6.17,12950.01986950001,1,1,0.805910502
967,81.0,640.013512230236,0.0,0.0,1.0,2.0,1.0,1.0,6.0,93,3.0,2,5.0,6.19,6142.9667930000005,1,1,0.1994447105
968,55.0,642.533187484815,0.0,1.0,2.0,3.0,1.0,1.0,7.0,141,3.0,3,6.0,6.49,4987.996198,1,1,0.159510859
969,81.0,644.8428975418395,0.0,1.0,2.0,0.0,1.0,0.0,0.0,193,3.0,4,7.0,7.180000000000001,12950.01986950001,1,1,0.566596736
970,104.0,647.4969844182779,0.0,0.0,1.0,2.0,1.0,1.0,4.0,182,1.0,1,7.0,5.86,10276.36611,1,1,0.329518339
971,94.0,665.9090823865594,0.0,1.0,2.0,4.0,1.0,1.0,6.0,133,0.0,1,6.0,4.49,10175.70316,1,1,0.336955879
972,64.0,647.6207226061936,1.0,1.0,2.0,2.0,1.0,1.0,7.0,142,3.0,2,7.0,5.44,12950.01986950001,1,1,0.4770521695
973,63.0,652.1186709494813,0.0,1.0,1.0,1.0,1.0,1.0,7.0,132,3.0,2,7.0,6.11,10355.27521,1,1,0.316243825
975,55.0,649.0078207297935,0.0,1.0,2.0,1.0,1.0,0.0,3.0,157,1.0,3,7.0,5.99,8590.874674,1,1,0.2746119655
976,79.0,633.9840188883015,0.0,1.0,1.0,0.0,1.0,0.0,3.0,178,1.0,3,7.0,6.57,12950.01986950001,1,1,0.795599001
977,107.0,672.6062570122187,0.0,1.0,1.0,2.0,1.0,0.0,1.0,199,3.0,3,6.0,5.7,12950.01986950001,1,1,0.528356899
978,66.0,683.766729748611,1.0,0.0,2.0,0.0,1.0,1.0,0.0,114,3.0,2,5.0,6.180000000000001,12950.01986950001,1,1,0.909295957
980,95.0,644.9967418241222,1.0,1.0,1.0,2.0,1.0,0.0,0.0,162,3.0,1,6.0,1.83,12950.01986950001,1,1,0.462308116
981,109.0,642.510512858743,0.0,1.0,2.0,2.0,1.0,1.0,0.0,108,3.0,4,5.0,6.550000000000001,2073.23644,1,1,0.066075015
982,133.0,669.2346045109458,0.0,0.0,1.0,2.0,1.0,1.0,2.0,128,3.0,1,6.0,4.69,12950.01986950001,1,1,0.594434547
983,60.0,647.7672968459407,0.0,1.0,3.0,2.0,1.0,1.0,7.0,209,3.0,1,1.0,4.2700000000000005,4835.891005,1,1,0.1542472505
984,117.0,644.2212755432315,0.0,1.0,1.0,3.0,1.0,1.0,3.0,156,3.0,1,5.0,6.03,12901.26482,1,1,0.414685486
985,77.0,643.8928377662928,0.0,0.0,2.0,0.0,1.0,1.0,0.0,95,3.0,1,5.0,6.01,12950.01986950001,1,1,0.518872698
986,71.0,646.1716255920657,0.0,0.0,2.0,1.0,1.0,1.0,3.0,145,3.0,4,6.0,5.12,12950.01986950001,1,1,0.723661563
987,60.0,642.9555882819369,1.0,1.0,3.0,2.0,1.0,1.0,2.0,111,3.0,4,6.0,6.3100000000000005,12950.01986950001,1,1,0.4996834945
988,93.0,642.122027750307,1.0,0.0,3.0,0.0,1.0,1.0,0.0,115,1.0,4,7.0,6.470000000000001,12950.01986950001,1,1,0.4996847975
991,68.0,647.5732518318713,1.0,1.0,2.0,2.0,0.0,0.0,2.0,291,3.0,3,1.0,5.78,12950.01986950001,1,1,0.885079539
992,79.0,646.3132074479327,1.0,1.0,3.0,2.0,2.0,0.0,7.0,153,3.0,4,7.0,3.97,12950.01986950001,1,1,0.981502081
993,97.0,645.9360032056928,1.0,0.0,1.0,0.0,1.0,1.0,7.0,179,3.0,3,7.0,5.75,12950.01986950001,1,1,0.4862002015
994,106.0,647.8154284175961,0.0,1.0,1.0,0.0,1.0,0.0,0.0,106,3.0,4,6.0,6.07,12950.01986950001,1,1,0.828079158
995,74.0,655.1749923188435,0.0,0.0,2.0,2.0,1.0,1.0,2.0,178,0.0,1,6.0,1.6500000000000004,12950.01986950001,1,1,0.594241065
996,55.0,639.9323667962977,1.0,1.0,1.0,5.0,2.0,1.0,5.0,106,0.0,2,6.0,2.79,12950.01986950001,1,1,0.897175245
997,86.0,648.0036689703784,0.0,1.0,1.0,2.0,1.0,0.0,3.0,139,3.0,2,6.0,5.290000000000001,12465.514700000002,1,1,0.3851852985
999,123.0,650.5442229786805,1.0,1.0,2.0,3.0,1.0,1.0,2.0,139,3.0,3,5.0,6.680000000000001,12950.01986950001,1,1,0.932553421
1002,84.0,645.4494963529534,0.0,0.0,1.0,2.0,0.0,1.0,0.0,110,3.0,3,7.0,6.11,11297.18788,1,1,0.327603154
1003,112.0,649.8113362100695,0.0,0.0,2.0,1.0,2.0,0.0,7.0,181,0.0,1,7.0,4.85,12950.01986950001,1,1,0.549001178
1004,74.0,645.4398563497073,0.0,1.0,2.0,2.0,2.0,0.0,3.0,194,3.0,4,7.0,6.9,5579.606104,1,1,0.163501179
1005,81.0,650.5454300012641,1.0,1.0,0.0,2.0,1.0,1.0,4.0,71,0.0,2,5.0,5.78,12950.01986950001,1,1,0.46699529
1006,109.0,647.4213245032182,0.0,1.0,2.0,0.0,1.0,1.0,1.0,278,0.0,3,2.0,5.0200000000000005,9899.817237,1,1,0.2900532255
1007,82.0,648.5477385773536,0.0,0.0,1.0,1.0,1.0,0.0,6.0,157,3.0,4,7.0,6.45,12950.01986950001,1,1,0.686813148
1008,109.0,633.9840188883015,0.0,0.0,2.0,2.0,2.0,1.0,1.0,154,3.0,1,5.0,6.0600000000000005,12950.01986950001,1,1,0.603410167
1009,55.0,640.6253723912646,1.0,1.0,2.0,4.0,1.0,1.0,7.0,129,2.0,2,5.0,6.26,12950.01986950001,1,1,0.450614018
1010,92.0,641.8661581270804,0.0,1.0,1.0,1.0,1.0,0.0,3.0,179,3.0,2,6.0,3.49,2056.17459,1,1,0.0608394075
1013,93.0,643.375081871514,0.0,1.0,2.0,2.0,1.0,1.0,6.0,128,3.0,4,7.0,7.12,12950.01986950001,1,1,0.610960967
1014,115.0,658.2357067764209,1.0,0.0,0.0,3.0,1.0,1.0,0.0,162,0.0,1,6.0,3.98,12950.01986950001,1,1,0.4745648615
1015,102.0,649.5475781329669,0.0,0.0,1.0,4.0,1.0,0.0,3.0,126,3.0,1,6.0,2.38,12950.01986950001,1,1,0.562244709
1017,65.0,638.8651309714188,1.0,1.0,2.0,2.0,1.0,0.0,6.0,159,3.0,1,5.0,6.24,12950.01986950001,1,1,0.4982981015
1018,55.0,648.650912608044,0.0,1.0,1.0,5.0,1.0,1.0,5.0,130,2.0,1,6.0,4.53,9639.659174,1,1,0.279027242
1019,64.0,642.4117339898743,0.0,0.0,2.0,2.0,1.0,1.0,0.0,122,3.0,4,7.0,6.57,12950.01986950001,1,1,0.775319646
1020,85.0,643.3519470632524,0.0,1.0,2.0,0.0,1.0,1.0,3.0,183,3.0,4,7.0,6.86,12457.8545,1,1,0.353020585
1021,65.0,642.8289716150476,0.0,0.0,1.0,0.0,1.0,0.0,7.0,189,3.0,1,7.0,4.86,10132.10488,1,1,0.2884396875
1022,102.0,645.6585982655722,0.0,1.0,2.0,2.0,1.0,0.0,5.0,107,3.0,2,7.0,5.82,9063.372693,1,1,0.2634374745
1023,115.0,639.8556059353293,0.0,1.0,2.0,1.0,2.0,1.0,0.0,203,3.0,1,3.0,1.0697000000000008,0.0,0,0,0.633416038
1024,123.0,644.1766343593182,0.0,1.0,2.0,0.0,1.0,1.0,0.0,192,3.0,1,6.0,2.0,0.0,0,0,0.260948614
1026,113.0,641.62749557632,0.0,1.0,2.0,0.0,1.0,0.0,6.0,188,3.0,2,6.0,1.8000000000000007,0.0,0,0,0.232564813
1027,103.0,667.2271320501388,1.0,1.0,2.0,0.0,1.0,1.0,8.0,256,3.0,3,3.0,1.4000000000000004,0.0,0,0,0.881460992
1028,133.01000000000022,644.551289476328,0.0,0.0,2.0,3.0,1.0,1.0,3.0,126,0.0,1,6.0,1.5700000000000005,0.0,0,0,0.564839756
1029,106.0,650.2030827796402,0.0,1.0,2.0,0.0,1.0,0.0,3.0,281,2.0,2,3.0,1.0697000000000008,0.0,0,0,0.133473317
1030,75.0,650.0582149280392,0.0,0.0,2.0,2.0,1.0,0.0,3.0,288,0.0,1,3.0,1.0697000000000008,0.0,0,0,0.363351496
1031,109.0,638.8821415684505,0.0,0.0,2.0,0.0,1.0,1.0,6.0,105,0.0,1,6.0,1.3200000000000005,0.0,0,0,0.333812256
1033,114.0,639.5156235354552,0.0,1.0,2.0,5.0,2.0,0.0,4.0,233,0.0,3,3.0,2.3000000000000007,0.0,0,0,0.412135401
1034,60.0,670.3670530152724,0.0,1.0,1.0,0.0,1.0,0.0,3.0,333,2.0,1,3.0,1.0697000000000008,0.0,0,0,0.687006887
1035,120.0,645.0636625153326,0.0,0.0,2.0,1.0,1.0,0.0,5.0,247,3.0,1,9.0,3.03,0.0,0,0,0.243954289
1037,132.0,643.3647237937925,0.0,0.0,2.0,2.0,2.0,1.0,7.0,167,0.0,1,6.0,1.0697000000000008,0.0,0,0,0.1527690615
1038,123.0,649.5438177669105,0.0,1.0,2.0,0.0,1.0,1.0,2.0,114,0.0,1,6.0,1.84,0.0,0,0,0.167593128
1039,56.0,643.5061232222552,0.0,0.0,1.0,2.0,1.0,0.0,0.0,200,0.0,1,6.0,1.91,0.0,0,0,0.319940488
1040,105.0,639.5292831429073,0.0,1.0,3.0,1.0,1.0,0.0,0.0,185,0.0,1,6.0,1.5500000000000007,0.0,0,0,0.423649248
1041,59.0,651.417165915174,0.0,1.0,1.0,2.0,1.0,1.0,0.0,196,0.0,1,6.0,1.29,0.0,0,0,0.055422611
1042,126.0,653.9402590955822,0.0,1.0,2.0,1.0,1.0,1.0,4.0,101,3.0,2,7.0,5.94,0.0,0,0,0.026696275255
1043,109.0,641.9918778276847,0.0,0.0,2.0,4.0,1.0,1.0,6.0,112,3.0,1,6.0,1.5200000000000005,0.0,0,0,0.611402069
1045,104.0,658.5584295942801,0.0,1.0,2.0,3.0,1.0,0.0,1.0,179,1.0,3,7.0,6.45,0.0,0,0,0.429880901
1046,120.0,664.3860950075951,0.0,1.0,2.0,2.0,1.0,1.0,1.0,103,3.0,1,7.0,5.720000000000001,0.0,0,0,0.2143637
1047,114.0,657.8362118576215,0.0,1.0,0.0,2.0,1.0,1.0,7.0,111,2.0,4,7.0,6.79,0.0,0,0,0.710225671
1048,112.0,645.2159328397601,0.0,1.0,3.0,0.0,2.0,0.0,3.0,109,3.0,1,6.0,1.8500000000000003,0.0,0,0,0.741011023
1051,108.0,648.0811121822017,0.0,1.0,2.0,2.0,1.0,1.0,5.0,190,0.0,1,6.0,1.6900000000000004,0.0,0,0,0.296397833
1053,59.0,646.8861387715724,0.0,0.0,3.0,2.0,1.0,0.0,0.0,154,0.0,1,3.0,1.0697000000000008,0.0,0,0,0.378370332
1054,112.0,648.026883176113,0.0,1.0,2.0,3.0,2.0,1.0,6.0,105,1.0,4,7.0,6.7,0.0,0,0,0.270797922
1055,118.0,649.7199419887121,0.0,0.0,2.0,3.0,1.0,1.0,4.0,181,3.0,2,6.0,1.6800000000000006,0.0,0,0,0.088954947
1056,113.0,641.4036281104671,1.0,0.0,2.0,5.0,1.0,0.0,0.0,278,3.0,1,9.0,4.35,0.0,0,0,0.4358233555
1057,129.0,643.8485455078679,0.0,1.0,2.0,0.0,0.0,0.0,3.0,266,3.0,1,9.0,3.5200000000000005,0.0,0,0,0.686600707
1058,81.0,638.254093116746,0.0,1.0,1.0,2.0,1.0,0.0,6.0,256,3.0,3,3.0,1.8500000000000003,0.0,0,0,0.464830637
1060,128.0,655.395270259589,0.0,1.0,2.0,4.0,0.0,0.0,0.0,128,3.0,2,7.0,5.44,0.0,0,0,0.1475929965
1062,118.0,640.4263211592603,1.0,0.0,1.0,5.0,1.0,0.0,0.0,282,3.0,1,9.0,4.0,0.0,0,0,0.986052146
1063,129.0,656.0689062084369,0.0,1.0,2.0,0.0,1.0,1.0,5.0,110,3.0,3,7.0,5.890000000000001,0.0,0,0,0.06645269
1064,56.0,656.5879014329121,0.0,0.0,1.0,1.0,1.0,0.0,8.0,112,0.0,2,6.0,1.3500000000000003,0.0,0,0,0.261251938
1065,93.0,639.5741411401166,0.0,1.0,2.0,1.0,1.0,1.0,7.0,138,3.0,1,6.0,2.04,0.0,0,0,0.415704831
1066,105.0,649.9374969354201,0.0,1.0,1.0,4.0,1.0,1.0,3.0,197,3.0,1,6.0,1.25,0.0,0,0,0.0558964955
1067,122.0,662.4858917236533,0.0,1.0,2.0,0.0,1.0,1.0,0.0,101,3.0,3,7.0,6.4,0.0,0,0,0.449042803
1068,112.0,641.4693641828966,0.0,0.0,2.0,5.0,2.0,0.0,4.0,284,3.0,2,9.0,3.92,0.0,0,0,0.456084217
1070,87.0,644.4891880095302,0.0,0.0,2.0,3.0,1.0,0.0,0.0,233,0.0,1,3.0,1.0697000000000008,0.0,0,0,0.052859315
1072,112.0,638.3456681325847,0.0,0.0,0.0,1.0,1.0,0.0,5.0,123,2.0,3,6.0,6.44,0.0,0,0,0.540607804
1074,129.0,649.9493060809591,0.0,1.0,2.0,2.0,1.0,1.0,7.0,106,3.0,1,6.0,1.29,0.0,0,0,0.736146831
1075,121.0,659.0306130552882,0.0,0.0,2.0,0.0,1.0,1.0,4.0,142,3.0,2,7.0,5.66,0.0,0,0,0.329933472
1076,127.0,658.399158731491,1.0,0.0,1.0,3.0,1.0,1.0,1.0,125,3.0,2,7.0,5.95,0.0,0,0,0.981864507
1078,60.0,660.2555507703877,0.0,1.0,1.0,2.0,1.0,0.0,6.0,138,0.0,2,6.0,1.2700000000000005,0.0,0,0,0.373951871
1080,120.0,652.9257596672935,0.0,1.0,2.0,3.0,1.0,1.0,2.0,146,2.0,2,7.0,6.03,0.0,0,0,0.170042964
1081,124.0,670.8782798081184,0.0,1.0,1.0,1.0,1.0,1.0,1.0,105,3.0,1,7.0,5.58,0.0,0,0,0.586905558
1082,108.0,650.3333083487857,0.0,1.0,1.0,2.0,2.0,1.0,1.0,71,1.0,3,5.0,6.720000000000001,0.0,0,0,0.210814967
1083,109.0,641.0340642667658,0.0,1.0,3.0,4.0,1.0,0.0,6.0,124,0.0,1,6.0,1.84,0.0,0,0,0.74108974
1084,61.0,652.9176521311509,0.0,0.0,1.0,4.0,1.0,0.0,5.0,169,0.0,1,6.0,1.9400000000000004,0.0,0,0,0.614565092
1085,100.0,652.1752108663435,0.0,0.0,2.0,1.0,1.0,1.0,7.0,162,2.0,3,7.0,6.53,0.0,0,0,0.208274704
1086,74.0,647.9732643500544,1.0,0.0,2.0,0.0,1.0,1.0,3.0,242,3.0,2,3.0,1.0697000000000008,0.0,0,0,0.868131159
1089,69.0,654.7861738985041,0.0,1.0,2.0,2.0,2.0,0.0,0.0,209,0.0,2,6.0,1.99,0.0,0,0,0.237787454
1090,121.0,644.4313578166182,1.0,0.0,0.0,2.0,2.0,0.0,7.0,108,1.0,3,5.0,6.79,0.0,0,0,0.455377939
1091,57.0,646.0944951811359,0.0,0.0,1.0,0.0,2.0,0.0,6.0,130,0.0,1,6.0,1.5600000000000005,0.0,0,0,0.284589735
1094,92.0,655.3765521786836,0.0,0.0,2.0,2.0,2.0,1.0,4.0,187,2.0,1,6.0,1.17,0.0,0,0,0.795385024
1095,103.0,648.2198980060086,0.0,1.0,2.0,1.0,1.0,0.0,7.0,149,1.0,1,6.0,1.0697000000000008,0.0,0,0,0.178799499
1096,96.0,674.3518302777911,0.0,1.0,2.0,5.0,1.0,0.0,3.0,333,0.0,3,8.0,6.5600000000000005,0.0,0,0,0.794902418
1098,132.0,653.8939847115245,0.0,1.0,1.0,2.0,1.0,0.0,3.0,127,3.0,1,7.0,5.53,0.0,0,0,0.263254012
1099,111.0,662.0962380616307,0.0,1.0,1.0,3.0,2.0,1.0,7.0,194,0.0,1,6.0,1.0697000000000008,0.0,0,0,0.311473523
1100,119.0,655.6861514670366,0.0,1.0,3.0,2.0,1.0,1.0,7.0,181,3.0,1,6.0,1.0697000000000008,0.0,0,0,0.304325899
1102,133.01000000000022,656.6766816170683,0.0,1.0,1.0,0.0,1.0,1.0,3.0,127,3.0,1,7.0,5.220000000000001,0.0,0,0,0.401429965
1103,90.0,659.3998366713639,0.0,1.0,1.0,2.0,1.0,0.0,1.0,194,3.0,2,3.0,1.0697000000000008,0.0,0,0,0.22799472
1104,120.0,669.0104347023156,0.0,1.0,1.0,1.0,1.0,1.0,5.0,111,3.0,1,7.0,5.58,0.0,0,0,0.134586248
1105,55.0,666.2789258333532,1.0,0.0,1.0,3.0,1.0,0.0,5.0,127,0.0,1,6.0,2.04,0.0,0,0,0.878068261
1106,56.0,651.6123093368026,0.0,0.0,1.0,2.0,2.0,0.0,0.0,162,0.0,1,6.0,1.4000000000000004,0.0,0,0,0.374860139
1107,69.0,645.6432592916941,0.0,0.0,3.0,0.0,1.0,1.0,7.0,284,3.0,1,3.0,1.0697000000000008,0.0,0,0,0.657136907
1109,80.0,650.3221915201404,0.0,0.0,2.0,4.0,2.0,1.0,0.0,143,1.0,1,6.0,1.4400000000000004,0.0,0,0,0.652758267
1110,133.01000000000022,640.949096751709,0.0,0.0,0.0,0.0,1.0,1.0,3.0,85,1.0,4,5.0,6.49,0.0,0,0,0.399901451
1113,96.0,648.3320880912389,0.0,1.0,1.0,0.0,1.0,1.0,7.0,187,3.0,2,6.0,1.87,0.0,0,0,0.496207396
1114,92.0,654.4713433010544,0.0,0.0,2.0,4.0,1.0,0.0,0.0,190,3.0,1,6.0,1.5500000000000007,0.0,0,0,0.635591583
1115,108.0,651.7844370884437,0.0,1.0,1.0,0.0,0.0,0.0,3.0,324,0.0,1,3.0,1.0697000000000008,0.0,0,0,0.356430535
1116,106.0,677.3296366921688,0.0,0.0,2.0,0.0,1.0,0.0,6.0,182,1.0,3,7.0,6.5200000000000005,0.0,0,0,0.324505431
1117,108.0,654.5699064060303,0.0,0.0,2.0,0.0,1.0,0.0,6.0,108,3.0,1,7.0,4.74,0.0,0,0,0.27175844
1118,93.0,659.9406291430639,0.0,0.0,1.0,2.0,1.0,0.0,5.0,157,3.0,1,7.0,4.800000000000001,0.0,0,0,0.3366229725
1119,108.0,646.7608319191357,0.0,1.0,1.0,4.0,1.0,1.0,8.0,108,2.0,1,7.0,4.69,0.0,0,0,0.472477
1120,119.0,649.4003887044222,0.0,0.0,2.0,1.0,1.0,1.0,1.0,117,1.0,4,7.0,6.76,0.0,0,0,0.143542252
1123,94.0,654.0709819821689,0.0,1.0,1.0,5.0,1.0,0.0,3.0,333,0.0,2,8.0,3.66,0.0,0,0,0.39694865
1124,113.0,645.9739195863309,0.0,0.0,2.0,3.0,2.0,0.0,2.0,199,3.0,1,9.0,3.8,0.0,0,0,0.192253848
1125,108.0,638.6212064139626,0.0,0.0,2.0,2.0,1.0,1.0,3.0,284,3.0,1,1.0,5.0,0.0,0,0,0.716772062
1126,125.0,662.411177869972,0.0,0.0,2.0,3.0,1.0,0.0,0.0,220,3.0,1,9.0,3.67,0.0,0,0,0.565991012
1127,113.0,645.4053105076898,1.0,1.0,1.0,3.0,1.0,1.0,2.0,202,0.0,1,6.0,2.08,0.0,0,0,0.864641247
1128,124.0,653.7815031455488,0.0,1.0,2.0,2.0,1.0,1.0,5.0,102,1.0,3,7.0,6.33,0.0,0,0,0.319787494
1129,133.01000000000022,662.4442530547859,0.0,1.0,1.0,1.0,0.0,1.0,1.0,114,3.0,2,7.0,5.76,0.0,0,0,0.479862796
1130,130.0,646.6299651448189,0.0,0.0,1.0,4.0,1.0,0.0,0.0,224,3.0,2,9.0,3.5100000000000007,0.0,0,0,0.110071751
1131,133.01000000000022,683.7344869452477,0.0,1.0,2.0,2.0,1.0,0.0,3.0,144,3.0,2,7.0,5.74,0.0,0,0,0.343523718
1132,61.0,646.4247484963728,0.0,0.0,1.0,0.0,1.0,1.0,3.0,254,3.0,2,3.0,1.0697000000000008,0.0,0,0,0.6464545
1133,120.0,643.7805238515324,1.0,1.0,1.0,1.0,2.0,0.0,1.0,166,3.0,2,9.0,4.35,0.0,0,0,0.925468607
1135,96.0,666.3908690606818,0.0,0.0,3.0,0.0,1.0,1.0,0.0,182,3.0,1,6.0,1.34,0.0,0,0,0.1907339235
1136,133.01000000000022,662.4936384956336,0.0,0.0,2.0,1.0,1.0,1.0,3.0,148,3.0,2,7.0,5.5200000000000005,0.0,0,0,0.195306967
1139,95.0,666.1598427206485,1.0,0.0,1.0,2.0,1.0,0.0,7.0,147,3.0,1,7.0,4.92,0.0,0,0,0.963805009
1142,113.0,657.8560206593513,0.0,1.0,0.0,2.0,1.0,0.0,0.0,124,3.0,2,7.0,5.53,0.0,0,0,0.187214315
1143,119.0,639.4855864220675,0.0,1.0,1.0,1.0,0.0,0.0,7.0,184,3.0,2,6.0,3.08,0.0,0,0,0.343246643
1144,65.0,660.9222934445835,0.0,1.0,2.0,5.0,1.0,0.0,0.0,209,0.0,1,6.0,1.8900000000000008,0.0,0,0,0.247835679
1145,106.0,646.301903602381,0.0,0.0,2.0,2.0,1.0,0.0,1.0,123,0.0,1,6.0,1.0697000000000008,0.0,0,0,0.425534374
1146,59.0,650.4513607264778,0.0,0.0,2.0,1.0,1.0,1.0,6.0,217,2.0,4,3.0,1.37,0.0,0,0,0.070050268
1147,105.0,651.600630842357,0.0,1.0,2.0,1.0,1.0,1.0,6.0,233,1.0,1,9.0,3.770000000000001,0.0,0,0,0.138598516
1148,129.0,647.1219895541436,0.0,0.0,2.0,0.0,1.0,1.0,3.0,129,3.0,2,7.0,5.970000000000001,0.0,0,0,0.387170589
1150,133.01000000000022,644.961632454836,0.0,0.0,1.0,4.0,0.0,0.0,0.0,84,3.0,3,5.0,6.3100000000000005,0.0,0,0,0.637683342
1151,120.0,638.6681260074673,0.0,1.0,1.0,1.0,1.0,0.0,0.0,129,0.0,1,6.0,4.290000000000001,0.0,0,0,0.13901357
1154,96.0,651.2502275976022,0.0,1.0,2.0,3.0,1.0,1.0,7.0,102,0.0,1,6.0,1.7000000000000002,0.0,0,0,0.736519723
1155,91.0,650.444306325742,0.0,0.0,1.0,4.0,1.0,1.0,3.0,179,0.0,1,6.0,1.6900000000000004,0.0,0,0,0.192395652
1156,113.0,656.800456781849,0.0,1.0,2.0,1.0,1.0,1.0,3.0,262,3.0,1,9.0,3.73,0.0,0,0,0.065611293
1157,121.0,635.8115916879202,0.0,0.0,2.0,4.0,1.0,0.0,1.0,132,0.0,4,3.0,4.9,0.0,0,0,0.161201218
1158,125.0,649.4373762893672,0.0,1.0,2.0,1.0,1.0,1.0,2.0,105,2.0,2,5.0,6.23,0.0,0,0,0.092790937
1159,122.0,647.0121903177968,0.0,0.0,1.0,1.0,1.0,1.0,3.0,122,1.0,2,7.0,5.74,0.0,0,0,0.1635021155
1160,119.0,667.9616099003216,0.0,0.0,2.0,0.0,1.0,0.0,4.0,183,3.0,3,7.0,6.380000000000001,0.0,0,0,0.850577326
1161,66.0,643.9070247385931,0.0,1.0,0.0,2.0,1.0,0.0,3.0,166,0.0,1,6.0,1.2700000000000005,0.0,0,0,0.755476192
1162,132.0,659.5700554613287,0.0,1.0,2.0,1.0,0.0,0.0,0.0,139,2.0,1,7.0,5.76,0.0,0,0,0.21189786
1163,61.0,651.4574508305741,0.0,1.0,1.0,1.0,1.0,0.0,7.0,207,1.0,1,6.0,1.1400000000000006,0.0,0,0,0.871956399
1164,99.0,656.8396079283893,0.0,0.0,2.0,1.0,1.0,1.0,7.0,102,3.0,1,7.0,4.84,0.0,0,0,0.301953774
1165,76.0,666.5362686531153,0.0,0.0,2.0,2.0,1.0,1.0,0.0,185,3.0,1,6.0,1.2200000000000006,0.0,0,0,0.37477987
1167,133.01000000000022,646.9668462763326,0.0,1.0,2.0,3.0,1.0,1.0,3.0,166,3.0,2,6.0,2.1500000000000004,0.0,0,0,0.478954759
1169,111.0,648.2255464464262,0.0,1.0,2.0,1.0,1.0,0.0,3.0,171,0.0,1,6.0,1.0697000000000008,0.0,0,0,0.102651185
1170,106.0,645.6233374231996,0.0,0.0,2.0,0.0,1.0,1.0,1.0,185,0.0,2,6.0,1.1500000000000004,0.0,0,0,0.156482199
1171,133.01000000000022,657.3116949418712,0.0,0.0,2.0,2.0,1.0,0.0,0.0,191,3.0,2,7.0,5.8100000000000005,0.0,0,0,0.192117784
1173,114.0,653.1838602636908,0.0,1.0,2.0,5.0,1.0,0.0,1.0,134,0.0,1,6.0,1.92,0.0,0,0,0.436056035
1174,104.0,649.5528537828801,0.0,1.0,2.0,4.0,1.0,0.0,3.0,179,0.0,1,9.0,3.64,0.0,0,0,0.440009813
1176,75.0,637.4519717221394,0.0,1.0,0.0,2.0,1.0,0.0,3.0,131,0.0,2,6.0,1.0700000000000005,0.0,0,0,0.154812076
1177,102.0,654.7997415345354,1.0,1.0,1.0,4.0,1.0,1.0,2.0,233,3.0,1,9.0,2.8500000000000005,0.0,0,0,0.456732049
